id,loan_amnt,emp_title,emp_length,annual_inc,home_ownership
75089163,9800,General Manager,6,35000.0,RENT
75189384,35000,Sales Manager,6,150000.0,MORTGAGE
75160530,8000,INGREDIENT HANDLER,10,37000.0,MORTGAGE
74955974,12000,Firefighter,10,60000.0,MORTGAGE
74532317,12000,Car electronics technician,0,41600.0,MORTGAGE
74651367,35000,Financial Institution Manager,6,72803.81,RENT
74692233,28000,Radiation Therapist,3,100000.0,OWN
74641202,3150,Executive Assistant,9,118000.0,MORTGAGE
75329894,20600,cocktail waitress,10,60000.0,MORTGAGE
75160020,10000,,0,50000.0,OWN
74654766,30000,Truck Driver,6,72000.0,OWN
74945561,25200,Customer Service Rep 4,10,54000.0,MORTGAGE
75270938,21000,Superintendent,1,113300.0,MORTGAGE
74785407,16000,Teacher,0,40000.0,RENT
72997333,14900,MORTGAGE SUPERVISOR,10,59000.0,OWN
73813946,6000,Manager,10,65000.0,MORTGAGE
74533424,10000,Assistant shift Administrator.,8,78000.0,MORTGAGE
74586593,24000,Branch Manager,1,60000.0,MORTGAGE
75130369,17800,Registered Nurse,4,87000.0,RENT
74756351,5500,RN,5,40000.0,RENT
75189854,5000,ACCOUNTANT,4,62000.0,MORTGAGE
75289557,15000,Secretary,7,80000.0,RENT
72606771,12800,Office Manager,5,33000.0,RENT
74696792,19775,Instructor,8,43000.0,RENT
74615042,21800,Desktop Support Analyst III,10,65000.0,MORTGAGE
74905685,26400,Store Manager,10,70000.0,MORTGAGE
74491703,5000,medical supply coordinator,3,42000.0,RENT
75311065,1000,Operations,10,48000.0,RENT
75299519,10000,Prep finish Techincian,10,44616.0,MORTGAGE
75329409,15000,Clinical Nurse Auditor,10,85000.0,MORTGAGE
75140095,4000,,0,26000.0,RENT
74614021,18000,Instructional Computer Lab Tech.,2,48000.0,RENT
73885323,21275,TENANT COORDINATOR,6,73000.0,RENT
74714961,25850,RN in ER at doctors ,10,85000.0,MORTGAGE
73968470,11200,Mortgage Resolution Specialist,3,53000.0,MORTGAGE
74824530,15350,Assistant manager ,10,42900.0,MORTGAGE
75060311,3500,Sales,10,41600.0,MORTGAGE
73735201,14525,Legal Assistant,2,50000.0,MORTGAGE
74925900,35000,Senior Learning Systems Analyst,10,95000.0,MORTGAGE
75100431,9000,Membership Services Supervisor,10,45300.0,OWN
72594121,18000,IT Consultant,1,54000.0,RENT
74553245,35000,Quality Inspector,10,90000.0,MORTGAGE
74642544,32200,Management,5,65000.0,MORTGAGE
74625661,24000,,0,94920.0,RENT
74496583,35000,Sheriff's Investigator,10,220000.0,MORTGAGE
74734210,10400,Executive,10,62000.0,MORTGAGE
74964804,17000,Accounting Clerk,10,51000.0,MORTGAGE
74717625,35000,Manager Customer service,10,80000.0,MORTGAGE
75219911,11225,Senior Patient Care Coordinator,6,39000.0,OWN
74765994,22125,Center Medical Specialist,5,104000.0,MORTGAGE
74512922,20800,Customer Service,10,57200.0,MORTGAGE
73704422,30000,DATA ANALYST,4,71000.0,MORTGAGE
74964181,3000,manager,1,70000.0,MORTGAGE
74915186,15000,Director,3,97000.0,MORTGAGE
74805934,34000,VP Operations,2,93090.0,RENT
73945175,12875,pct,7,51000.0,RENT
74533002,10275,Service Tech III,9,235000.0,MORTGAGE
74062163,20000,outside plant engineer,3,94000.0,MORTGAGE
73796157,12000,Sr. Instructional Design Specialist,4,52000.0,MORTGAGE
74956120,12000,Internal Auditor,8,45000.0,OWN
74784618,24000,Senior Administrator,10,210000.0,MORTGAGE
74653704,10000,PCA,3,32000.0,RENT
74624161,20000,Program coordinator,10,99000.0,MORTGAGE
73969430,8225,Residential Counselor ,4,43000.0,RENT
74717641,24000,Transportation supervisor,10,60000.0,RENT
75089511,12000,FEDERAL OFFICER,7,100600.0,MORTGAGE
74855413,35000,Vice President,7,265000.0,MORTGAGE
75190467,9000,Administrative Assistant,8,35500.0,RENT
75160448,21550,Laborer,10,108000.0,OWN
75110726,9900,Office Manager,3,40000.0,MORTGAGE
74844348,30000,Case work II,2,82000.0,MORTGAGE
74855852,35000,Audio Visual Production Specialist,6,130000.0,MORTGAGE
74533665,28000,Manager,0,92000.0,RENT
75270098,3600,Teacher,10,53000.0,OWN
75269931,25000,Director of Sales,5,100000.0,MORTGAGE
74706571,12000,Clerk,10,65000.0,MORTGAGE
75110366,30000,"Director, Process Improvement",10,96500.0,MORTGAGE
75269472,15000,Associate Director,0,100000.0,RENT
72585096,25000,Professor,10,275000.0,OWN
74623092,25000,Retail,10,50000.0,RENT
74626450,15600,Team Lead,10,52000.0,OWN
74936068,30000,Practice Manager,1,76000.0,RENT
74331167,23000,Real estate agent,5,50000.0,RENT
74886264,9000,installerb billboard,6,53000.0,MORTGAGE
75329215,5600,SLEEP TECHNOLOGIST,10,65000.0,MORTGAGE
75292789,35000,supervisor,10,109500.0,MORTGAGE
75299200,13000,Operations mgr,10,177000.0,RENT
74954952,6000,Sales Associate,8,43000.0,MORTGAGE
74844302,5950,Customer Care Supervisor,4,46000.0,RENT
74886438,1500,Branch Manager,2,31267.51,RENT
75249180,7000,Communication technician,2,42000.0,RENT
75151187,21000,Maintenence Worker 2,10,65000.0,RENT
73981584,30800,Consultant,10,72500.0,OWN
71897445,12000,Teacher,10,60000.0,MORTGAGE
74875142,3500,Communications Associate,0,63003.0,MORTGAGE
75239147,15000,Revenue Cycle Denial Coordinator,1,45800.0,MORTGAGE
74756321,5000,Process Technician,10,50000.0,MORTGAGE
74925495,10000,,0,69000.0,MORTGAGE
74613834,8000,HVAC Tech ,5,30000.0,MORTGAGE
74587018,15750,,0,48000.0,RENT
74846121,16000,Client Delivery Manager,0,70000.0,RENT
73201197,32325,Owner,6,75000.0,MORTGAGE
73735239,11950,,0,44028.0,OWN
73956322,8000,Controller,10,67600.0,RENT
75119176,5500,Office Manager,3,50000.0,RENT
75199256,5700,Platoon Sergeant,10,100000.0,RENT
74996381,9000,manager /cook,2,73300.0,MORTGAGE
74915417,10000,Data Rater,1,48000.0,RENT
75131489,13000,Software Developer,3,120000.0,OWN
75109229,12000,Administrative Services,0,48000.0,RENT
75109313,11200,Transportation Supervisor,0,60000.0,MORTGAGE
73895038,11000,,0,35000.0,RENT
75249170,34150,Product Management,9,261000.0,MORTGAGE
74945535,2200,TREASURY ANALYST,3,82000.0,MORTGAGE
75299375,25000,Account manager,8,50000.0,OWN
74975411,5700,security Officer,10,28000.0,RENT
75171298,12000,Manager,8,65000.0,MORTGAGE
74855656,21000,Owner,3,120000.0,MORTGAGE
73469125,8000,RN,4,60000.0,MORTGAGE
75049539,7000,Store Manager,10,64000.0,OWN
75209213,7000,Machine Operator,2,36000.0,RENT
74631545,12600,CDL driver,3,45700.0,RENT
75049818,5000,Manager,4,59000.0,RENT
74692588,20000,steersmen,7,100000.0,OWN
74795565,4800,Speech-Language Pathologist,5,62000.0,RENT
73703374,17950,Office Manager,1,40800.0,RENT
74945567,10150,Floors,2,67000.0,RENT
74663320,15000,Dispather,10,80000.0,RENT
74836280,8000,onsite engineer,3,42000.0,MORTGAGE
75209115,4500,Office Assistant,2,35000.0,RENT
74945997,9175,Director,5,160000.0,RENT
74766406,11500,"RN, BSN",1,82000.0,RENT
74172294,12000,Test Lead,0,122000.0,RENT
74995473,9600,Systems Engineer,10,76960.0,RENT
74795409,5000,Data Analyst,10,82000.0,MORTGAGE
70866890,19200,events manager,1,75000.0,RENT
74846041,16000,Lab Supervisor,2,150000.0,RENT
75059569,7225,Founder / Owner / President,10,80000.0,RENT
72733758,7650,Owner,2,24000.0,RENT
75319168,14000,VP,7,100000.0,MORTGAGE
73893925,35000,Regional Sales Manager,10,230000.0,MORTGAGE
74796242,7000,Server,1,55000.0,RENT
74936407,9000,Radiological Technolgist,10,74000.0,OWN
74733724,9000,Reigstered Nurse,10,68000.0,OWN
74764976,18625,Radiation Services Director,1,99000.0,MORTGAGE
74956159,6375,sales,10,35000.0,OWN
74692002,13875,,0,43407.0,MORTGAGE
74536598,19250,Relationship Manager,0,58000.0,RENT
74874929,14850,Transportation Coordinator,10,41300.0,MORTGAGE
74895717,22000,manager,7,50000.0,OWN
74806118,2000,Floor & Wheel Manager,9,41000.0,OWN
74516254,15000,Benefits Consultant,1,85000.0,MORTGAGE
73736200,8000,Staff Accountant II,8,60000.0,MORTGAGE
74965206,8000,Associate Professor,10,76000.0,MORTGAGE
73970382,20000,Bus Driver,10,67000.0,MORTGAGE
74011841,24000,Senior Art Director,8,68095.0,RENT
74511611,7200,Assistant project manager,2,55000.0,MORTGAGE
74865991,9600,Direct Support Professional,1,60000.0,RENT
75049689,15000,Home Health Nurse,10,90000.0,MORTGAGE
74996112,24000,investigator,10,68000.0,RENT
75189172,12000,Paralegal,10,60000.0,MORTGAGE
75271375,21275,tech,10,56000.0,MORTGAGE
74816105,18000,Systems analyst,10,930000.0,MORTGAGE
74876261,8000,Fire fighter,7,53000.0,OWN
74856317,1400,Network Analyst,1,98000.0,RENT
74713059,14000,Operations Manager,10,58500.0,MORTGAGE
73490220,12000,,0,52000.0,MORTGAGE
74765097,5000,Lead Tinter,1,51662.0,RENT
73689904,35000,Pastor ,7,106000.0,RENT
74574327,1000,,0,50000.0,OWN
74774781,15000,,0,108000.0,OWN
74985280,9000,LOGISTICS MANAGEMENT SPECIALIST,10,51000.0,MORTGAGE
75049378,6550,,0,22266.84,OWN
75219214,11000,Accountant,2,68000.0,MORTGAGE
74866154,7000,Support Analyst,5,50000.0,RENT
74965988,30000,Assistant to the Director,10,108000.0,RENT
74955405,8000,analyst,3,48000.0,RENT
75201120,16000,Sr Project Manager / Scrum Master,0,110000.0,MORTGAGE
73711416,25775,Owner,0,128900.0,MORTGAGE
75059793,11100,Area Supervisor,10,52000.0,RENT
74546022,15000,Production manager,5,56800.0,RENT
74996141,12975,collector,10,49765.0,MORTGAGE
74592443,10000,General Manager,2,165000.0,MORTGAGE
74535872,35000,Personal Lines Manager,2,100000.0,MORTGAGE
75059458,12000,Nurse,10,60000.0,RENT
73691848,19200,Transportation Director,2,82750.0,RENT
74956345,7000,conductor,8,75000.0,MORTGAGE
74865891,10000,SUPERVISOR,3,44000.0,RENT
74806251,9000,Business Analyst,10,90000.0,OWN
74945946,10000,Insurance Agent,2,26000.0,RENT
74935813,6025,Mechanic,2,50000.0,RENT
74856225,9600,Production Supervisor ,10,80000.0,MORTGAGE
74945016,8000,"Director, Business Development Asia",10,80000.0,MORTGAGE
73568976,14450,Police Officer,0,57094.0,MORTGAGE
73754974,4000,Estimator,3,82000.0,RENT
71956804,5000,Sales ,8,88000.0,MORTGAGE
74635968,15000,Store Manager,1,70000.0,MORTGAGE
75190566,24000,BRANCH MANAGER,10,95000.0,MORTGAGE
74905684,5000,bank manager,1,42000.0,MORTGAGE
75310801,10000,Customer Service Rep,9,30000.0,OWN
74582077,15600,Detailer,9,55000.0,MORTGAGE
74736188,21000,Recruiting Manager,2,135000.0,MORTGAGE
74964583,27000,Tank Manager,5,75000.0,RENT
74645919,26675,Tax Associate,2,58000.0,MORTGAGE
74645346,24725,Manager,7,75000.0,MORTGAGE
74905759,5500,Patient Care Technician,3,38000.0,RENT
74865975,10000,Systems Engineer,10,127600.0,MORTGAGE
74895988,5000,Clinical manager,0,70000.0,RENT
74955226,15000,sales,3,125000.0,MORTGAGE
74622713,14400,Mechanic,0,72000.0,MORTGAGE
74081200,6000,Deputy Clerk,9,38000.0,MORTGAGE
75310539,18000,Sr. Financial Analyst,2,102000.0,MORTGAGE
74854522,30000,VP of Sales & Operations,2,350000.0,MORTGAGE
74965673,32000,IT Developer Analyst,5,90000.0,MORTGAGE
75048159,13625,,0,44000.0,OWN
74602399,20000,General Manager,10,79200.0,MORTGAGE
74874889,1200,Instructor assistant,2,12000.0,RENT
74886122,10000,,0,90000.0,MORTGAGE
75059225,35000,Millwright,10,120000.0,MORTGAGE
75300993,10925,Dealer,4,48000.0,RENT
74705772,24800,Manager,4,73500.0,RENT
74653746,12000,,0,58000.0,MORTGAGE
74925745,8000,Area Supervisor,5,46000.0,RENT
74855889,24000,Software Consultant,0,141900.0,MORTGAGE
74966071,25000,Banker,10,90000.0,OWN
73692517,30000,senior software engineer,2,100000.0,RENT
74875959,6000,Business Development Manager,9,100000.0,OWN
74975681,35000,Of Counsel,0,395000.0,MORTGAGE
74885105,14000,Optician,2,36000.0,RENT
74815973,12000,IT Practice Engineer,3,72000.0,RENT
74665851,24000,Respiratory therapist ,8,95000.0,MORTGAGE
74955953,7000,Credit Analyst,0,52000.0,MORTGAGE
74854174,5000,Ambassador,10,34000.0,RENT
74526018,17500,Bottling Supervisor,3,64500.0,MORTGAGE
74996317,12000,police sergeant,10,130000.0,MORTGAGE
74845809,4000,collection,10,43000.0,MORTGAGE
74022318,14400,Resident Physician,2,55000.0,RENT
74955919,4000,leadman/foreman ,7,55000.0,RENT
74915725,16000,food service,4,32000.0,MORTGAGE
74825847,2075,Nursing unit secretary ,10,40000.0,OWN
74764885,5000,Direct support professional ,2,24000.0,MORTGAGE
74905216,8000,driver,3,65000.0,MORTGAGE
74885808,8000,Program Director,10,65000.0,MORTGAGE
74493223,21000,Software Developer,5,98500.0,MORTGAGE
74722465,35000,IT Manager,2,102000.0,RENT
74855877,24000,manager,7,150000.0,OWN
74844785,5650,Registered Nurse MDS Coordinator ,6,73000.0,RENT
74806050,40000,Project Manager,0,125000.0,MORTGAGE
74634305,12000,General managerr,7,77000.0,RENT
75343148,30000,Fleet Finance Manager,10,200000.0,MORTGAGE
74855567,1200,Social Worker,1,34320.0,RENT
73017365,9600,"manicrest,hairstylest",5,50000.0,RENT
74565694,18000,Deputy,10,40000.0,RENT
74775634,7000,Database Administrator/ IT,2,48000.0,MORTGAGE
74784385,8125,,0,42000.0,MORTGAGE
73764328,15000,Registered Nurse,2,60000.0,RENT
74522314,12000,Manager,10,87000.0,OWN
74885503,5000,Major Gift Officer,0,45000.0,RENT
74686508,12000,electrician,10,62628.0,MORTGAGE
73844875,30000,Patrol Officer,10,82000.0,OWN
73856051,21225,"Director, Supply Chain",10,184000.0,MORTGAGE
74705688,28800,President,9,132300.0,MORTGAGE
74915432,16000,Teacher,10,70000.0,OWN
74956000,18400,System Administrator,10,62000.0,RENT
74686926,10000,Medical Assistant ,1,35000.0,RENT
74765468,12500,Credit Specialist,3,42000.0,MORTGAGE
74914976,6000,Eo advisor,10,75600.0,OWN
73955843,4900,,0,36000.0,MORTGAGE
74865808,4000,Ex. assistant,4,40000.0,OWN
74597325,8000,Customer service rep,3,38000.0,MORTGAGE
74935688,20000,Software Developer,4,95000.0,RENT
74935028,7875,,0,24000.0,MORTGAGE
75310194,20400,Membership Representative,0,51000.0,RENT
74825003,7000,,0,21393.0,MORTGAGE
74995663,16000,Car sales,0,90000.0,MORTGAGE
73934322,24000,Project Support Tech,5,70000.0,MORTGAGE
75270328,20000,Patent Examiner,10,160000.0,MORTGAGE
75300157,35000,PRODUCTION,10,90000.0,MORTGAGE
74755553,7000,Communication Tech,3,72000.0,RENT
74685274,24275,Ultrasound Tech ,2,75000.0,RENT
71796074,10000,personal banker ,10,83000.0,OWN
74775642,24000,pharmacist,10,135000.0,MORTGAGE
74522096,25000,nurse manager,0,88000.0,MORTGAGE
74915641,15000,Manager,3,64000.0,RENT
74795492,4800,Owner,2,45000.0,MORTGAGE
74815624,8000,Mail processing clerk,10,62000.0,MORTGAGE
74655973,36000,Consultant,1,95000.0,RENT
74765255,20000,Program Support Assistant,10,44000.0,OWN
74924652,15725,Sales Assistant,5,34200.0,RENT
74875580,13600,RN Case Manager,2,58300.0,RENT
74895692,10000,administration ,10,55000.0,OWN
73754427,3325,Operation Consultant,10,89000.0,MORTGAGE
74775525,6025,Executive Director,7,96000.0,MORTGAGE
74534894,28000,Sr. Account Manager,8,102000.0,MORTGAGE
74955853,4800,Teacher,10,55000.0,RENT
74201296,8000,Production Control,2,40000.0,RENT
74905375,5000,Supervisor,10,56000.0,RENT
74814931,3000,custodian,10,26000.0,MORTGAGE
74572585,1000,,0,30049.0,MORTGAGE
75059323,7200,Pig Midwife,1,36254.0,MORTGAGE
73192149,5000,Program Engineer,2,86000.0,MORTGAGE
74795741,11200,Service Engineer,5,160000.0,MORTGAGE
74642112,14000,,0,65000.0,MORTGAGE
74612453,20000,Quality lead,10,58000.0,RENT
74615590,10000,Estimating/CAD DRAFTER,5,68000.0,RENT
74874820,24000,IT Project Manager,0,156000.0,MORTGAGE
74635865,15000,Teacher,10,55000.0,MORTGAGE
74985055,30000,Business Development Mgr,5,150000.0,RENT
74895490,7000,Accountant,7,45000.0,MORTGAGE
74934274,3000,,0,26642.8,OWN
74844728,9000,Director of Health Information,10,46800.0,OWN
74785241,3500,courier,10,40000.0,OWN
74825869,12000,Office Manager,4,40000.0,MORTGAGE
73702410,35000,E8 Senior ,10,98000.0,MORTGAGE
74672172,18500,Finsher,5,70000.0,MORTGAGE
74596450,2000,Flight Attendant,10,64000.0,RENT
74934417,11800,Annuities CSR,0,36000.0,RENT
74925184,10000,,0,35000.0,MORTGAGE
74924700,4000,Footwear Lead,4,28000.0,RENT
74954705,35000,Attorney,10,120000.0,MORTGAGE
74711742,24000,Principal,10,85000.0,MORTGAGE
74705579,35000,Physician,2,250000.0,RENT
74884800,7200,Accounting Assistant,3,45100.0,RENT
74755403,20000,Operations Supervisor,5,70000.0,RENT
74834213,18550,SENIOR BANKER,5,65000.0,MORTGAGE
74994705,16000,Seargeant,10,100000.0,MORTGAGE
73774162,5000,table games dealer,2,47000.0,RENT
74506858,16200,Hair Stylist,1,45000.0,RENT
72593840,4000,Maintenance Supervisor ,10,42000.0,RENT
74915066,20000,loan officer,0,120000.0,MORTGAGE
75170569,12000,Traffic Management Operator,1,41000.0,RENT
74616466,12000,csa,10,68000.0,OWN
74635487,12000,,0,55000.0,MORTGAGE
74744588,14400,Maintenance,10,55000.0,MORTGAGE
74675521,9950,pharmacy ech,3,30000.0,MORTGAGE
75059515,24500,Floral Designer,1,65000.0,RENT
74562230,10000,Real estate agent,6,81000.0,RENT
74641206,34000,General Manager,6,92000.0,RENT
73549756,16000,"Manager, Operations",10,100000.0,RENT
74815502,16200,Security Guard,3,32400.0,OWN
74944209,1000,Customer Service Administrator,0,44782.0,RENT
73736068,3425,AP   Administrator ,2,45000.0,OWN
74915873,10000,,0,93300.0,MORTGAGE
74774492,5000,,0,37000.0,RENT
73894211,8400,Office manager,6,39000.0,MORTGAGE
74996001,15000,Sys Adm,10,67100.0,RENT
74574270,18000,Nuclear Engineer,10,145000.0,MORTGAGE
74945232,7500,level three custodian supervisor ,7,50000.0,RENT
74885386,6400,Agent,10,62000.0,MORTGAGE
74645351,24000,Bureau Director,1,108000.0,MORTGAGE
384586,4100,Color Technician.,10,51900.0,MORTGAGE
74581976,10000,Clerk ,10,60000.0,MORTGAGE
75110660,33100,service manager,3,72000.0,OWN
74201965,16000,Crew chief,10,103000.0,MORTGAGE
74864410,8000,Technician ,6,50000.0,RENT
74715045,10000,Distribution Tech,10,65000.0,MORTGAGE
74834387,3050,,0,9000.0,RENT
74621656,15150,Broker/Realtor/Auctioneer,9,69000.0,MORTGAGE
74574156,8000,supervisor,5,45000.0,RENT
74895084,2500,,0,15000.0,RENT
74151846,25000,Registered Nurse,10,96000.0,RENT
74712389,28450,Police officer,10,89600.0,RENT
74626459,32000,Court Reporter,10,104000.0,RENT
75140587,25000,Lead Online Instructor,6,73000.0,RENT
74955294,15000,Program Manager,10,82000.0,MORTGAGE
74995343,10500,Customer Service Lead,1,29000.0,RENT
74965431,24000,BDM,8,130000.0,RENT
75229158,20000,Compliance Manager,3,145236.0,MORTGAGE
74964278,14400,President,5,40000.0,RENT
71975350,21000,mailman,10,60000.0,MORTGAGE
73688598,19300,,0,55000.0,MORTGAGE
74874285,15200,Real Estate Specialist,4,47900.0,RENT
74954345,8825,Admission Representative ,1,35000.0,RENT
74584766,16000,Service Manager,0,52000.0,RENT
74765731,24000,Sr Data Engineer,2,160000.0,RENT
74775022,15000,Realtor,2,50000.0,OWN
74695940,4000,Talent Engagement Specialist,3,32962.0,OWN
74804372,6025,Buyer,10,64000.0,MORTGAGE
74561284,7175,Licensed Realtor,3,85000.0,OWN
74824649,4525,,0,15720.0,OWN
74755240,9000,,0,25000.0,RENT
74984702,8000,Intervention specialist ,10,75000.0,MORTGAGE
74774864,15000,Chemist,8,70000.0,MORTGAGE
73652847,13000,,0,38000.0,RENT
72645562,16950,Marketing Director,4,60000.0,MORTGAGE
74152278,12000,Sales,10,50000.0,OWN
74706615,9325,bid coordinator ,10,40000.0,MORTGAGE
74915687,5500,Recruiter,4,50000.0,RENT
75130738,18700,Clinician,3,52000.0,RENT
75190320,35000,Senior Account Executive,2,150000.0,RENT
74681335,24000,Occupational therapist ,10,101000.0,MORTGAGE
74702001,25000,Director Of Technology,10,96000.0,MORTGAGE
74994352,4000,pharmacy technician,10,52000.0,RENT
74672130,4000,RN case manager,0,53000.0,MORTGAGE
74935117,14000,Administrative,10,85000.0,OWN
74695573,13675,DCM,4,62500.0,OWN
74666465,26575,Computer Programmer Analyst,4,57800.0,OWN
74625572,24425,Registered nurse,2,100000.0,MORTGAGE
74935303,8200,Sales,10,112000.0,MORTGAGE
75059206,10000,Sales Representative,10,50000.0,MORTGAGE
73579184,5250,Technician,6,53660.0,MORTGAGE
74597219,25000,systems engineer,1,88700.0,MORTGAGE
73955200,35000,Managing Director,0,285000.0,MORTGAGE
72775196,24000,Commander,10,110000.0,MORTGAGE
73713721,9225,Nurse,3,45000.0,RENT
74955061,1800,HR Manager,3,118000.0,OWN
74505185,32325,,0,110000.0,MORTGAGE
74626314,24000,Registered Nurse,6,93000.0,MORTGAGE
74834952,5000,District Manager,10,56000.0,OWN
74905221,1500,manager,3,29000.0,RENT
74565076,16000,sales,6,82250.0,RENT
75059438,6000,Senior Quality Engineer,1,103000.0,RENT
71926173,20000,Senior Technology Solution Mgr,10,115000.0,MORTGAGE
75179479,35000,Vice President,10,255000.0,MORTGAGE
74601313,35000,Manager ,1,126000.0,MORTGAGE
73449742,14000,SR FSO,10,53000.0,MORTGAGE
74743644,5400,house keeper,3,18000.0,RENT
74531678,18000,Paramedic,1,67000.0,RENT
74835481,16000,Unit Supervisor,0,58300.0,OWN
74725606,6500,Accountaint,8,45000.0,MORTGAGE
74905436,6000,Director of Development,2,80000.0,RENT
74701683,20000,"VP, Human Resources",2,270000.0,OWN
74671815,20000,Executive Assistant,1,53000.0,MORTGAGE
57508183,7500,Property Bookkeeper,2,50424.0,MORTGAGE
74656843,5000,Assistant Manager ,2,46000.0,OWN
74784584,15000,Experimental design paintet,10,120000.0,MORTGAGE
74815599,5000,Electrician,10,75000.0,MORTGAGE
74785213,10000,Coder,10,70000.0,MORTGAGE
74072160,15000,Food & Beverage Manager,10,58000.0,RENT
74924188,12000,Inside Sales,0,35000.0,RENT
74682176,25000,CEO/President,7,75000.0,MORTGAGE
74737031,11000,Exec Asst,10,84000.0,MORTGAGE
74051711,15000,Personal Banker,5,42000.0,RENT
74542870,7200,Assembly worker ,3,45000.0,OWN
74613654,10000,Truck Driver,3,92000.0,MORTGAGE
74716040,26925,Owner/Operator,2,95000.0,MORTGAGE
74934178,13500,Foreman,8,65000.0,MORTGAGE
74231848,20000,Sales,10,185000.0,MORTGAGE
74537116,16225,Professor,10,95000.0,MORTGAGE
74824951,5400,Territory Manager,1,125000.0,MORTGAGE
74824967,3600,Owner/President,3,55000.0,MORTGAGE
74835382,15000,Exec Admin,9,75000.0,MORTGAGE
74603013,11475,nurse aide,5,45000.0,RENT
74865199,13400,Case Manager,2,67000.0,MORTGAGE
73702122,20000,,0,60000.0,OWN
74222465,4800,Internet Sales Coordinator,1,30000.0,OWN
75059168,20000,Administrator,10,100000.0,MORTGAGE
73712944,27725,Teacher,10,75000.0,MORTGAGE
72585800,15200,Project Manager,0,53000.0,MORTGAGE
74735617,23375,BROKER/OWNER,10,100000.0,RENT
73805086,7000,Owner,3,75000.0,MORTGAGE
73703742,17275,President,1,80000.0,RENT
74532737,16375,City Driver,0,37272.0,MORTGAGE
74565924,20000,Central Office Technician,10,78508.62,MORTGAGE
74566534,5500,Owner,1,40000.0,OWN
74191747,16000,owner,10,74000.0,RENT
74626478,3000,Dental assistant ,10,37000.0,MORTGAGE
74955243,1500,,0,23000.0,RENT
74571327,21600,Technician,10,105000.0,MORTGAGE
74895293,6000,Assistant Operations Mgr ,10,48000.0,RENT
74571222,10475,Implementation Requirements Analyst,10,85000.0,OWN
74636968,5725,Negotiator,3,95000.0,MORTGAGE
74723396,18400,Driver ,0,40000.0,RENT
74944761,10000,Dock coordinator ,10,52000.0,OWN
73813877,29775,Chiropractor,1,67675.0,RENT
74566002,10000,Manager,10,40000.0,MORTGAGE
74934765,5050,Nurse,4,70000.0,RENT
74795190,5000,Owner,10,50000.0,MORTGAGE
74964511,6025,,0,29940.0,MORTGAGE
74061250,10000,legal admin supervisor,10,48000.0,RENT
74736885,10700,Director of Operstions,3,31200.0,RENT
74643421,35000,district manager,10,165000.0,MORTGAGE
74593969,10000,owner/operator,10,95000.0,MORTGAGE
74875246,9600,owner,10,130000.0,MORTGAGE
74644463,19800,Chef,10,49000.0,MORTGAGE
74702563,20000,Phamarcist,10,150000.0,MORTGAGE
74755176,20000,,0,60000.0,OWN
74865058,6000,Business Administrator,8,85500.0,MORTGAGE
74835145,20000,Pharmacy Manager,3,145000.0,MORTGAGE
74635185,28000,Automation tech,10,97000.0,MORTGAGE
74854842,3500,Logistics Analyst,9,75000.0,MORTGAGE
74835089,12600,chemist,6,55000.0,OWN
74655474,3000,Medical Laboratory Technician,0,32000.0,RENT
74121601,25200,Insurance Agent,1,65000.0,MORTGAGE
74765397,17000,Technology Manager,8,78774.0,OWN
73824304,20000,Credentialing Specialist,7,48515.0,MORTGAGE
74501968,27325,ASSOCIATE,7,105000.0,MORTGAGE
74934933,15000,Project Engineer,0,52400.0,RENT
74875039,23925,teacher,10,79000.0,RENT
74061847,5000,Cavalry Scout,10,65000.0,MORTGAGE
74513204,9600,Retail administrator,4,100000.0,RENT
74765692,19800,Social Worker,3,45000.0,OWN
74511963,35000,Mortgage Originator,5,150000.0,RENT
73814338,2500,,0,30000.0,RENT
74682080,28000,Director of Operations,2,150000.0,MORTGAGE
74754646,1875,Server/Bartender,0,28000.0,RENT
73714857,5750,Selector,4,50000.0,MORTGAGE
74052155,4800,,0,50000.0,RENT
74515408,6400,Director of plant opeations,8,60000.0,RENT
74664319,8000,Contracts Negotiator ,10,62000.0,MORTGAGE
74341186,15100,security guard,4,36000.0,RENT
74605158,4800,Mechanical supervisor,4,240000.0,MORTGAGE
74904515,20000,Prepress Manager,3,62000.0,MORTGAGE
74904347,16000,Teacher ,10,100000.0,MORTGAGE
74995013,4000,site manager,0,30000.0,RENT
74715539,26000,Principal Manager Curriculum Design,10,140000.0,MORTGAGE
74794517,20000,Supervisor Medical Coding,10,92000.0,OWN
1591485,35000,Sr International Realty Specialist ,0,197000.0,MORTGAGE
74765041,7500,PRINCIPAL LIBRARY ASSISTANT,10,55000.0,RENT
74737039,5000,Finance Manager,5,88500.0,OWN
74591881,10000,Legal Assistant,4,90000.0,RENT
73702976,5000,,0,21756.0,OWN
74646236,4800,Patient Services Coordinator III,0,31000.0,MORTGAGE
74914596,6000,Maintenance manager,0,29000.0,RENT
75049573,12500,,0,35000.0,RENT
74764206,2800,relief,9,32000.0,OWN
74754512,1000,Loan Processor,10,52000.0,MORTGAGE
73490865,34925,Lead Software Developer,7,82000.0,RENT
74593142,10000,Associate,5,150000.0,MORTGAGE
74646259,17425,production manager,3,116900.0,MORTGAGE
74714113,6000,manufacturing technician,0,35000.0,RENT
73874766,35000,Owner,7,125000.0,OWN
73499964,15000,Sr personal Loan specialist ,10,50000.0,RENT
