id,grade,home_ownership,sub_grade,int_rate,mort_acc,is_good_customer
73568445,B,RENT,B2,9.16,0,yes
73528262,F,OWN,F2,24.11,0,no
73322957,C,MORTGAGE,C3,13.67,7,no
72574101,C,MORTGAGE,C5,15.31,7,yes
73418229,C,MORTGAGE,C5,15.31,4,no
73578267,C,MORTGAGE,C1,11.99,0,yes
73518259,C,MORTGAGE,C2,12.99,2,yes
73618154,C,OWN,C1,11.99,1,yes
73518256,C,RENT,C1,11.99,0,yes
73638160,F,MORTGAGE,F3,24.99,1,no
73385225,C,OWN,C1,11.99,3,no
73397301,C,OWN,C1,11.99,3,yes
73498224,C,OWN,C2,12.99,4,yes
73538308,D,RENT,D5,19.53,0,yes
73408299,C,OWN,C4,14.46,2,yes
73408266,D,MORTGAGE,D1,16.29,2,yes
73518164,C,OWN,C2,12.99,2,yes
71964200,C,RENT,C1,11.99,0,yes
73122077,F,MORTGAGE,F5,26.57,5,yes
73468173,D,MORTGAGE,D2,17.27,0,yes
73518119,D,MORTGAGE,D3,18.25,2,yes
73638314,C,MORTGAGE,C4,14.46,1,no
72522793,B,MORTGAGE,B2,9.16,2,yes
73558305,C,RENT,C4,14.46,1,yes
70722716,C,MORTGAGE,C3,13.67,4,yes
72534891,B,MORTGAGE,B4,10.75,2,yes
73558287,B,MORTGAGE,B2,9.16,0,no
73152586,F,RENT,F2,24.11,0,yes
72554632,B,RENT,B2,9.16,0,yes
72143145,C,RENT,C5,15.31,0,yes
73528179,D,MORTGAGE,D4,18.99,0,yes
73448183,E,MORTGAGE,E2,20.75,3,yes
73528253,A,MORTGAGE,A5,7.89,3,yes
73538304,D,RENT,D1,16.29,0,no
73448218,D,RENT,D3,18.25,0,no
72664795,D,MORTGAGE,D2,17.27,1,yes
73518208,C,RENT,C1,11.99,0,no
73628244,F,MORTGAGE,F4,25.88,2,yes
73262395,C,RENT,C5,15.31,0,yes
73428185,A,MORTGAGE,A5,7.89,5,yes
72847223,F,MORTGAGE,F4,25.88,7,yes
73152038,C,RENT,C2,12.99,0,yes
73638329,C,RENT,C3,13.67,0,yes
70613354,C,RENT,C1,11.99,0,no
72565369,C,RENT,C2,12.99,0,no
73366182,B,RENT,B4,10.75,0,yes
73334881,E,MORTGAGE,E5,22.45,2,no
73448156,C,MORTGAGE,C3,13.67,0,no
73171389,D,OWN,D1,16.29,2,yes
73375217,D,MORTGAGE,D2,17.27,0,no
73448221,B,MORTGAGE,B4,10.75,1,yes
73271917,B,RENT,B5,11.47,0,yes
73518317,B,MORTGAGE,B4,10.75,3,no
72624580,B,OWN,B1,8.39,9,yes
73588199,B,MORTGAGE,B4,10.75,4,no
73518192,B,OWN,B4,10.75,1,yes
73333887,B,OWN,B5,11.47,2,no
70935067,B,RENT,B5,11.47,0,no
71836371,C,MORTGAGE,C4,14.46,5,yes
72907469,A,RENT,A1,5.32,0,yes
73333839,A,MORTGAGE,A5,7.89,2,yes
73346315,B,MORTGAGE,B3,9.75,6,yes
73478116,C,RENT,C3,13.67,6,no
73408115,D,MORTGAGE,D1,16.29,4,no
73142407,A,RENT,A3,6.97,0,yes
73458149,C,MORTGAGE,C2,12.99,1,yes
73202446,B,MORTGAGE,B3,9.75,5,no
73242720,B,MORTGAGE,B1,8.39,5,yes
73608132,C,MORTGAGE,C4,14.46,2,no
72957341,B,RENT,B2,9.16,0,yes
73152574,C,RENT,C5,15.31,1,yes
73221563,A,OWN,A3,6.97,2,yes
73375134,C,OWN,C2,12.99,2,no
73282971,F,MORTGAGE,F1,23.13,2,yes
72841393,B,OWN,B3,9.75,1,yes
73303459,D,RENT,D3,18.25,0,no
73322887,B,MORTGAGE,B3,9.75,2,yes
73273666,A,MORTGAGE,A1,5.32,2,yes
73322879,B,MORTGAGE,B3,9.75,1,yes
72624123,B,MORTGAGE,B3,9.75,1,yes
72847376,F,RENT,F2,24.11,0,yes
72684946,A,RENT,A4,7.39,2,yes
73333783,B,RENT,B5,11.47,0,yes
73152648,E,MORTGAGE,E3,21.18,5,no
71816976,E,MORTGAGE,E1,19.99,1,no
73273414,D,RENT,D4,18.99,0,no
73638141,C,MORTGAGE,C3,13.67,2,no
73192556,E,RENT,E1,19.99,0,yes
73162525,D,RENT,D2,17.27,0,no
73408114,E,RENT,E1,19.99,0,no
73558120,D,MORTGAGE,D1,16.29,0,no
73578150,C,OWN,C3,13.67,0,yes
73122179,C,MORTGAGE,C2,12.99,4,no
72622671,B,MORTGAGE,B2,9.16,3,yes
73122400,B,MORTGAGE,B5,11.47,0,no
73334813,B,MORTGAGE,B4,10.75,3,yes
70834734,E,MORTGAGE,E5,22.45,3,no
73283560,C,RENT,C1,11.99,1,yes
73324399,A,MORTGAGE,A2,6.49,1,yes
73313345,C,MORTGAGE,C1,11.99,1,yes
73356380,F,MORTGAGE,F1,23.13,5,no
73262320,G,MORTGAGE,G2,28.14,6,no
73273625,C,MORTGAGE,C2,12.99,4,yes
73345999,B,MORTGAGE,B3,9.75,3,yes
73222493,C,RENT,C3,13.67,1,no
73322840,F,RENT,F3,24.99,0,no
72593991,D,MORTGAGE,D3,18.25,2,yes
73252414,B,OWN,B5,11.47,3,no
73324396,E,RENT,E2,20.75,2,no
73087636,G,RENT,G1,27.34,0,no
73132345,B,OWN,B5,11.47,1,yes
73162479,F,RENT,F1,23.13,0,no
70972578,B,RENT,B5,11.47,0,yes
73232573,C,MORTGAGE,C3,13.67,3,yes
72857582,B,MORTGAGE,B5,11.47,3,no
73152632,C,RENT,C4,14.46,0,no
72857594,D,OWN,D4,18.99,3,yes
73122456,B,MORTGAGE,B2,9.16,5,yes
73087345,B,MORTGAGE,B2,9.16,4,yes
72857572,E,RENT,E2,20.75,0,no
73142402,E,MORTGAGE,E3,21.18,1,yes
73336431,B,MORTGAGE,B4,10.75,3,yes
73222525,E,RENT,E1,19.99,3,yes
72847567,B,RENT,B5,11.47,0,yes
73142378,D,RENT,D4,18.99,0,no
72857570,D,RENT,D3,18.25,0,no
71014717,C,OWN,C5,15.31,0,no
73346109,C,RENT,C1,11.99,0,yes
73057657,B,MORTGAGE,B5,11.47,2,yes
71895647,B,RENT,B4,10.75,2,yes
70271754,A,RENT,A4,7.39,4,yes
72565765,F,RENT,F3,24.99,0,no
72857521,C,OWN,C4,14.46,0,no
73212217,C,OWN,C4,14.46,0,no
72867699,C,RENT,C2,12.99,1,no
73131566,C,MORTGAGE,C5,15.31,3,yes
73333778,E,MORTGAGE,E3,21.18,4,no
73142232,E,MORTGAGE,E1,19.99,4,yes
73273486,F,RENT,F2,24.11,1,yes
72800805,D,RENT,D1,16.29,0,yes
72063528,C,OWN,C5,15.31,0,no
73132301,E,RENT,E2,20.75,0,no
73132297,D,RENT,D2,17.27,0,no
73142341,B,RENT,B5,11.47,0,yes
73336228,C,MORTGAGE,C2,12.99,2,yes
73131989,B,RENT,B4,10.75,0,yes
73132167,A,MORTGAGE,A5,7.89,2,no
73182036,D,RENT,D1,16.29,0,yes
73271720,D,RENT,D2,17.27,0,yes
73242375,F,MORTGAGE,F5,26.57,1,no
73162000,D,MORTGAGE,D1,16.29,0,no
72745669,B,MORTGAGE,B3,9.75,2,yes
73262041,C,OWN,C3,13.67,0,no
73142125,C,RENT,C4,14.46,0,yes
72535006,B,MORTGAGE,B4,10.75,3,no
73242107,B,OWN,B4,10.75,0,no
73192116,C,MORTGAGE,C3,13.67,2,yes
73211670,C,MORTGAGE,C3,13.67,4,no
72704671,F,MORTGAGE,F5,26.57,1,no
70965975,B,MORTGAGE,B2,9.16,5,yes
73152467,A,MORTGAGE,A4,7.39,3,yes
73346029,E,RENT,E3,21.18,0,no
71825610,B,MORTGAGE,B2,9.16,3,yes
72704263,B,RENT,B3,9.75,0,no
73324070,F,RENT,F2,24.11,2,no
73122289,B,MORTGAGE,B1,8.39,3,yes
73182200,C,OWN,C2,12.99,7,no
73313136,A,OWN,A5,7.89,2,yes
73312779,C,MORTGAGE,C3,13.67,1,yes
73211957,B,MORTGAGE,B5,11.47,4,no
73251173,C,MORTGAGE,C3,13.67,0,yes
73171881,A,MORTGAGE,A5,7.89,2,no
71744648,B,MORTGAGE,B3,9.75,0,yes
72173524,D,OWN,D1,16.29,0,no
73335969,D,MORTGAGE,D3,18.25,1,yes
73262049,D,OWN,D3,18.25,0,yes
73212261,E,MORTGAGE,E2,20.75,1,yes
73202096,C,MORTGAGE,C3,13.67,5,yes
72694819,C,MORTGAGE,C2,12.99,2,yes
73182014,B,RENT,B5,11.47,0,yes
73322447,A,MORTGAGE,A1,5.32,1,yes
72796778,D,RENT,D5,19.53,0,yes
72523426,C,MORTGAGE,C4,14.46,8,yes
73131125,C,MORTGAGE,C3,13.67,2,no
73212250,B,MORTGAGE,B3,9.75,4,yes
73232469,C,RENT,C4,14.46,0,no
72584374,C,MORTGAGE,C4,14.46,3,no
73171855,E,MORTGAGE,E2,20.75,1,yes
73152171,C,MORTGAGE,C2,12.99,2,yes
73161630,B,RENT,B4,10.75,1,no
72857423,B,MORTGAGE,B3,9.75,4,yes
72575434,C,MORTGAGE,C4,14.46,3,yes
73222117,B,RENT,B3,9.75,1,yes
73272304,C,RENT,C2,12.99,0,no
73335986,B,RENT,B2,9.16,2,no
73303095,C,MORTGAGE,C4,14.46,2,yes
72193335,C,MORTGAGE,C1,11.99,5,yes
73242413,E,RENT,E3,21.18,0,no
72734103,D,MORTGAGE,D4,18.99,3,yes
73221567,B,MORTGAGE,B5,11.47,1,yes
73365941,B,MORTGAGE,B4,10.75,3,yes
73242421,F,MORTGAGE,F4,25.88,4,yes
73334522,C,RENT,C1,11.99,1,yes
73346080,B,OWN,B3,9.75,4,yes
72674538,C,MORTGAGE,C5,15.31,1,yes
73202131,B,MORTGAGE,B5,11.47,0,yes
73212035,C,RENT,C4,14.46,0,no
73142123,C,RENT,C1,11.99,0,yes
72857438,C,RENT,C2,12.99,0,no
72847425,C,MORTGAGE,C1,11.99,0,yes
73302933,A,RENT,A4,7.39,3,no
73132117,B,MORTGAGE,B4,10.75,4,yes
73142109,A,MORTGAGE,A1,5.32,12,yes
72857406,E,MORTGAGE,E2,20.75,2,no
73313125,C,MORTGAGE,C1,11.99,1,yes
73262023,D,RENT,D3,18.25,3,no
73356097,D,RENT,D3,18.25,0,yes
70781147,B,MORTGAGE,B4,10.75,1,yes
71036369,C,MORTGAGE,C2,12.99,2,yes
72522504,C,MORTGAGE,C2,12.99,2,yes
73242458,F,RENT,F3,24.99,0,no
71024855,E,RENT,E1,19.99,2,no
73142134,B,RENT,B4,10.75,0,yes
73262132,C,OWN,C5,15.31,1,no
72867611,B,MORTGAGE,B3,9.75,5,yes
73192348,E,OWN,E1,19.99,1,yes
73192329,C,MORTGAGE,C4,14.46,2,yes
72765747,C,RENT,C2,12.99,1,yes
73322595,D,OWN,D5,19.53,3,no
72604948,E,MORTGAGE,E1,19.99,1,yes
73293221,B,OWN,B5,11.47,1,yes
73355988,D,RENT,D1,16.29,0,yes
72772395,D,RENT,D2,17.27,0,yes
73323989,E,RENT,E4,21.97,0,no
73142067,C,MORTGAGE,C3,13.67,4,no
71025547,B,MORTGAGE,B2,9.16,2,yes
73293288,D,MORTGAGE,D2,17.27,2,yes
70916143,F,RENT,F1,23.13,1,no
73365949,A,RENT,A5,7.89,0,yes
73272931,C,OWN,C3,13.67,2,yes
72763823,A,MORTGAGE,A3,6.97,2,yes
73273412,C,OWN,C2,12.99,3,yes
73222301,E,RENT,E5,22.45,2,no
73242478,D,OWN,D3,18.25,0,yes
73366122,B,MORTGAGE,B2,9.16,2,yes
71786260,C,MORTGAGE,C5,15.31,5,yes
73366103,D,MORTGAGE,D1,16.29,1,no
72576140,B,MORTGAGE,B4,10.75,3,yes
73272335,B,MORTGAGE,B4,10.75,4,yes
73232466,B,MORTGAGE,B1,8.39,3,yes
73191343,D,RENT,D5,19.53,3,yes
73336050,D,MORTGAGE,D3,18.25,6,yes
73202163,B,RENT,B4,10.75,1,yes
73222151,C,RENT,C3,13.67,2,yes
73132046,C,RENT,C5,15.31,2,no
73132145,A,MORTGAGE,A5,7.89,1,yes
72594326,E,RENT,E1,19.99,0,no
73182025,D,MORTGAGE,D3,18.25,1,yes
73162178,B,OWN,B1,8.39,0,yes
73131770,C,RENT,C1,11.99,0,yes
73191726,C,RENT,C4,14.46,0,yes
73211915,E,OWN,E4,21.97,1,yes
71419351,D,RENT,D1,16.29,1,no
73141838,D,MORTGAGE,D5,19.53,6,yes
73282951,C,MORTGAGE,C1,11.99,1,no
73241975,F,OWN,F2,24.11,3,yes
73345697,C,RENT,C2,12.99,0,no
73211840,D,OWN,D3,18.25,4,yes
73312886,C,MORTGAGE,C4,14.46,0,yes
73161908,B,RENT,B3,9.75,1,no
72615502,C,OWN,C4,14.46,2,no
73282921,B,OWN,B1,8.39,3,yes
72706189,C,MORTGAGE,C3,13.67,1,yes
73251820,B,RENT,B2,9.16,0,no
72867194,G,MORTGAGE,G2,28.14,6,yes
72575448,C,RENT,C3,13.67,0,no
73201814,C,OWN,C5,15.31,2,no
73365802,C,MORTGAGE,C2,12.99,1,yes
73121878,C,MORTGAGE,C3,13.67,0,yes
73211773,F,RENT,F1,23.13,0,no
72654463,E,RENT,E1,19.99,1,yes
72715288,E,RENT,E1,19.99,0,no
72957605,B,MORTGAGE,B5,11.47,3,yes
73201733,C,RENT,C2,12.99,3,yes
73211878,D,MORTGAGE,D1,16.29,1,yes
73211736,B,MORTGAGE,B4,10.75,2,yes
73355884,C,RENT,C4,14.46,0,yes
73121939,D,MORTGAGE,D1,16.29,2,yes
71067372,C,RENT,C5,15.31,0,no
73241987,C,MORTGAGE,C4,14.46,1,no
72800078,C,OWN,C2,12.99,0,yes
73272248,C,RENT,C1,11.99,0,yes
73121826,C,MORTGAGE,C5,15.31,0,yes
73141734,C,RENT,C2,12.99,4,yes
73141793,B,RENT,B2,9.16,0,yes
70854092,C,MORTGAGE,C5,15.31,0,no
73365682,D,OWN,D1,16.29,2,yes
73292618,D,RENT,D1,16.29,0,yes
73335777,G,MORTGAGE,G1,27.34,2,yes
73221538,C,RENT,C5,15.31,0,yes
73121323,C,OWN,C2,12.99,1,no
73365621,E,MORTGAGE,E2,20.75,2,yes
73181739,B,OWN,B1,8.39,0,no
72594543,D,MORTGAGE,D1,16.29,2,no
73161762,E,MORTGAGE,E2,20.75,0,no
73191630,G,MORTGAGE,G1,27.34,2,yes
73201640,D,MORTGAGE,D1,16.29,4,yes
72773513,C,MORTGAGE,C5,15.31,2,yes
73365597,C,RENT,C3,13.67,1,no
73151777,F,RENT,F3,24.99,0,no
73345634,C,MORTGAGE,C2,12.99,1,yes
73201542,B,MORTGAGE,B1,8.39,0,yes
73151892,F,RENT,F4,25.88,0,no
71894326,E,MORTGAGE,E5,22.45,2,yes
73345624,C,RENT,C4,14.46,0,yes
73323662,B,OWN,B2,9.16,1,yes
73282737,D,RENT,D1,16.29,0,no
73141555,D,RENT,D4,18.99,0,no
72655815,C,RENT,C5,15.31,0,no
73345613,D,MORTGAGE,D4,18.99,1,yes
73323704,B,MORTGAGE,B5,11.47,2,yes
73171560,E,OWN,E1,19.99,0,yes
72674168,C,MORTGAGE,C3,13.67,4,yes
71120164,D,RENT,D1,16.29,0,yes
73131279,C,MORTGAGE,C3,13.67,6,yes
71756402,E,MORTGAGE,E1,19.99,0,yes
68999248,B,RENT,B1,8.39,0,yes
70926934,C,OWN,C5,15.31,0,no
73365607,E,MORTGAGE,E3,21.18,0,no
73292801,E,OWN,E4,21.97,0,no
73141578,C,MORTGAGE,C3,13.67,4,no
73302650,C,MORTGAGE,C4,14.46,3,no
73292770,C,MORTGAGE,C5,15.31,5,yes
73272590,D,MORTGAGE,D1,16.29,5,no
72595476,D,RENT,D5,19.53,0,no
73181689,C,OWN,C2,12.99,2,yes
73271420,C,MORTGAGE,C5,15.31,3,yes
73171476,F,MORTGAGE,F3,24.99,2,no
71492963,D,MORTGAGE,D2,17.27,2,no
73191794,C,RENT,C2,12.99,3,yes
73161748,C,MORTGAGE,C2,12.99,3,yes
72753960,C,MORTGAGE,C3,13.67,5,yes
72716480,B,RENT,B5,11.47,3,yes
73007125,A,OWN,A3,6.97,3,yes
72554362,C,MORTGAGE,C2,12.99,2,yes
73302561,D,RENT,D5,19.53,0,yes
72765577,D,RENT,D3,18.25,0,yes
72800467,D,RENT,D5,19.53,0,yes
71727220,B,MORTGAGE,B5,11.47,1,yes
72682921,C,MORTGAGE,C5,15.31,2,no
73251510,E,MORTGAGE,E4,21.97,5,yes
73181513,G,MORTGAGE,G3,28.34,1,no
73292489,F,RENT,F3,24.99,8,yes
73292439,D,MORTGAGE,D1,16.29,0,yes
73282426,D,RENT,D1,16.29,0,yes
72745323,G,RENT,G3,28.34,0,no
73365396,C,RENT,C3,13.67,0,no
73211545,D,MORTGAGE,D1,16.29,6,yes
73251495,B,OWN,B2,9.16,3,yes
73241547,C,MORTGAGE,C2,12.99,2,no
73221419,C,RENT,C3,13.67,0,no
72555895,E,RENT,E5,22.45,0,yes
73272408,C,RENT,C1,11.99,8,no
73181406,B,RENT,B5,11.47,0,yes
73141377,C,MORTGAGE,C5,15.31,0,yes
73241459,C,MORTGAGE,C1,11.99,2,yes
72784853,C,OWN,C1,11.99,0,no
72774765,C,MORTGAGE,C4,14.46,0,yes
73282607,B,MORTGAGE,B5,11.47,2,yes
73345468,D,MORTGAGE,D1,16.29,0,yes
73231307,C,MORTGAGE,C2,12.99,1,yes
73151514,D,OWN,D2,17.27,2,yes
73191388,B,MORTGAGE,B3,9.75,1,yes
73312347,B,RENT,B4,10.75,0,no
71857104,E,MORTGAGE,E4,21.97,1,no
73151422,E,MORTGAGE,E4,21.97,4,yes
73181316,D,RENT,D1,16.29,0,no
73191547,C,RENT,C3,13.67,0,no
72513204,D,MORTGAGE,D3,18.25,2,no
73302417,D,OWN,D2,17.27,1,no
72062759,C,OWN,C5,15.31,0,yes
73335423,B,OWN,B3,9.75,0,yes
73201492,C,MORTGAGE,C1,11.99,6,yes
73272270,C,MORTGAGE,C2,12.99,5,yes
73141354,C,OWN,C1,11.99,2,yes
72877241,C,RENT,C5,15.31,0,no
72584775,D,MORTGAGE,D5,19.53,6,no
70621379,C,RENT,C5,15.31,1,no
72654262,E,MORTGAGE,E3,21.18,0,no
73241356,C,MORTGAGE,C4,14.46,5,yes
73221232,E,RENT,E4,21.97,0,no
73312348,C,RENT,C3,13.67,0,no
73151364,D,RENT,D1,16.29,2,yes
73181300,B,RENT,B1,8.39,0,yes
73271188,D,MORTGAGE,D3,18.25,6,yes
73312275,C,RENT,C3,13.67,0,yes
73221336,B,MORTGAGE,B1,8.39,2,yes
73151261,C,RENT,C1,11.99,0,yes
70273694,D,MORTGAGE,D4,18.99,3,no
73323285,B,MORTGAGE,B4,10.75,4,yes
73312255,C,RENT,C5,15.31,0,no
73161256,C,MORTGAGE,C3,13.67,3,yes
73312297,D,OWN,D5,19.53,0,no
73312302,D,MORTGAGE,D2,17.27,3,no
73272238,C,MORTGAGE,C4,14.46,0,yes
73121350,E,MORTGAGE,E2,20.75,1,yes
73323341,C,MORTGAGE,C1,11.99,0,yes
73231342,C,RENT,C4,14.46,5,yes
73201340,E,RENT,E1,19.99,2,yes
73191299,E,RENT,E2,20.75,0,yes
73221328,C,RENT,C4,14.46,0,yes
73272358,E,MORTGAGE,E3,21.18,4,yes
73027726,C,RENT,C5,15.31,1,no
73271161,C,RENT,C5,15.31,0,no
73221372,C,MORTGAGE,C2,12.99,3,no
73171245,D,OWN,D3,18.25,1,no
73231323,D,OWN,D1,16.29,0,no
73077255,C,MORTGAGE,C3,13.67,1,yes
72606714,C,MORTGAGE,C3,13.67,5,yes
72957264,C,MORTGAGE,C1,11.99,1,yes
73251231,B,MORTGAGE,B2,9.16,3,no
72755315,C,MORTGAGE,C4,14.46,5,yes
70983072,C,RENT,C5,15.31,0,yes
72927347,D,MORTGAGE,D1,16.29,2,yes
73161233,C,MORTGAGE,C3,13.67,0,yes
72829196,C,OWN,C2,12.99,1,yes
72674811,E,RENT,E2,20.75,0,yes
73261361,C,RENT,C1,11.99,2,yes
73323309,C,RENT,C2,12.99,0,yes
73302348,D,MORTGAGE,D2,17.27,1,no
73231292,C,MORTGAGE,C4,14.46,2,yes
73241251,D,RENT,D2,17.27,0,no
73221171,D,MORTGAGE,D1,16.29,2,yes
72877688,D,OWN,D1,16.29,2,yes
73302152,C,RENT,C5,15.31,3,yes
73121167,C,MORTGAGE,C2,12.99,6,yes
71814452,C,MORTGAGE,C2,12.99,3,yes
72594462,D,MORTGAGE,D2,17.27,1,no
72662355,C,MORTGAGE,C3,13.67,5,yes
73323862,B,MORTGAGE,B5,11.47,2,yes
72755492,F,MORTGAGE,F1,23.13,1,no
73067752,D,OWN,D5,19.53,2,no
72755711,D,OWN,D4,18.99,4,yes
72927273,D,MORTGAGE,D2,17.27,2,no
73335934,A,MORTGAGE,A4,7.39,5,yes
73067723,D,MORTGAGE,D3,18.25,2,yes
73161157,E,MORTGAGE,E3,21.18,2,no
72997585,E,MORTGAGE,E1,19.99,1,yes
73333137,D,RENT,D2,17.27,0,yes
72917661,C,MORTGAGE,C3,13.67,5,no
72947706,C,MORTGAGE,C4,14.46,10,no
73292179,E,OWN,E2,20.75,4,no
73191144,C,OWN,C2,12.99,1,yes
73121882,B,MORTGAGE,B4,10.75,2,yes
70993917,E,RENT,E1,19.99,0,yes
73282183,F,MORTGAGE,F1,23.13,1,yes
72841424,C,MORTGAGE,C2,12.99,0,yes
73141815,A,RENT,A1,5.32,0,yes
71744230,C,RENT,C1,11.99,1,no
73037719,E,RENT,E5,22.45,0,no
73272973,B,MORTGAGE,B4,10.75,3,yes
73121164,C,RENT,C3,13.67,0,no
72997605,C,MORTGAGE,C3,13.67,5,no
73355895,A,RENT,A5,7.89,0,no
72552459,E,MORTGAGE,E2,20.75,1,yes
72593764,D,RENT,D4,18.99,0,yes
72612494,D,MORTGAGE,D3,18.25,4,yes
72967725,C,RENT,C3,13.67,3,no
72857340,C,MORTGAGE,C1,11.99,3,no
73221978,A,MORTGAGE,A4,7.39,2,yes
72753078,E,RENT,E2,20.75,0,yes
73057551,D,RENT,D4,18.99,0,no
72841372,D,MORTGAGE,D4,18.99,1,no
72887651,D,MORTGAGE,D5,19.53,1,yes
72534261,C,RENT,C5,15.31,0,yes
73302807,B,MORTGAGE,B2,9.16,7,yes
73098590,C,OWN,C1,11.99,0,yes
72857269,F,MORTGAGE,F1,23.13,1,no
72987684,C,RENT,C4,14.46,0,yes
72997575,C,RENT,C2,12.99,0,yes
72937580,C,RENT,C2,12.99,0,yes
72735905,D,MORTGAGE,D3,18.25,3,no
69992912,E,MORTGAGE,E1,19.99,1,yes
72716371,E,OWN,E5,22.45,6,no
72937639,F,RENT,F5,26.57,0,no
73141728,B,OWN,B1,8.39,0,yes
72947566,C,MORTGAGE,C4,14.46,0,no
71118521,C,OWN,C1,11.99,0,no
71174500,D,MORTGAGE,D5,19.53,6,yes
72857257,C,MORTGAGE,C3,13.67,3,no
72857322,E,RENT,E4,21.97,0,yes
72857330,E,RENT,E3,21.18,0,no
72967621,E,RENT,E5,22.45,0,no
72967234,A,RENT,A4,7.39,5,yes
72674259,E,MORTGAGE,E2,20.75,1,yes
73171593,A,MORTGAGE,A1,5.32,5,yes
72843360,C,OWN,C4,14.46,1,yes
72800945,D,MORTGAGE,D2,17.27,6,no
73355742,A,MORTGAGE,A4,7.39,4,yes
73333421,B,MORTGAGE,B5,11.47,0,no
73098586,C,RENT,C3,13.67,1,yes
72194405,F,RENT,F4,25.88,1,yes
73141744,A,OWN,A3,6.97,1,no
71428599,C,OWN,C4,14.46,1,yes
72762632,E,RENT,E2,20.75,1,no
72857300,D,RENT,D1,16.29,0,no
73221818,B,MORTGAGE,B2,9.16,3,yes
72173232,E,MORTGAGE,E1,19.99,1,yes
72532912,D,OWN,D3,18.25,2,no
72847279,F,RENT,F3,24.99,0,no
73087725,D,MORTGAGE,D4,18.99,2,yes
72522944,C,RENT,C5,15.31,0,no
73077533,C,RENT,C5,15.31,0,no
72754458,D,MORTGAGE,D1,16.29,2,yes
72937458,D,RENT,D2,17.27,3,no
72735767,C,OWN,C2,12.99,2,no
72665286,D,RENT,D5,19.53,0,yes
72746007,F,MORTGAGE,F2,24.11,4,yes
72735336,C,RENT,C5,15.31,0,yes
70591635,C,MORTGAGE,C3,13.67,7,yes
72957484,C,MORTGAGE,C5,15.31,1,no
72907471,C,OWN,C1,11.99,0,yes
73098474,E,MORTGAGE,E2,20.75,7,no
73067526,E,RENT,E5,22.45,5,no
73007499,C,OWN,C4,14.46,0,yes
73121727,B,RENT,B4,10.75,0,no
71462441,D,RENT,D1,16.29,0,yes
73191543,A,MORTGAGE,A1,5.32,2,yes
72574196,B,MORTGAGE,B4,10.75,2,yes
72877244,B,RENT,B2,9.16,0,yes
72594196,D,MORTGAGE,D1,16.29,1,no
72622890,C,MORTGAGE,C5,15.31,0,yes
72674562,C,MORTGAGE,C3,13.67,4,no
72997410,C,OWN,C5,15.31,1,yes
72977490,C,MORTGAGE,C3,13.67,3,yes
72857230,D,RENT,D1,16.29,1,no
72154329,C,RENT,C4,14.46,0,yes
72927618,D,MORTGAGE,D4,18.99,0,yes
73098422,E,RENT,E5,22.45,4,no
72927635,C,MORTGAGE,C4,14.46,4,yes
72857234,C,MORTGAGE,C4,14.46,1,no
73282713,A,MORTGAGE,A3,6.97,7,yes
73087599,C,RENT,C5,15.31,0,yes
73271407,A,MORTGAGE,A1,5.32,1,yes
72615052,D,RENT,D4,18.99,0,no
72927441,C,RENT,C3,13.67,0,yes
73345535,B,MORTGAGE,B4,10.75,2,yes
72887337,D,OWN,D1,16.29,0,yes
72907308,F,RENT,F2,24.11,0,no
73292594,B,RENT,B2,9.16,1,no
72927502,C,RENT,C4,14.46,0,yes
72693790,E,MORTGAGE,E5,22.45,2,no
72646130,B,RENT,B3,9.75,0,yes
72867437,D,MORTGAGE,D1,16.29,5,no
73098276,D,OWN,D4,18.99,0,yes
71653050,D,MORTGAGE,D1,16.29,1,yes
73077287,C,RENT,C3,13.67,0,yes
73037368,C,RENT,C3,13.67,0,yes
72907317,C,RENT,C2,12.99,0,yes
72937407,E,MORTGAGE,E1,19.99,2,yes
72595900,D,MORTGAGE,D2,17.27,1,no
73151722,A,RENT,A2,6.49,0,no
72957295,E,MORTGAGE,E4,21.97,0,yes
70401533,E,RENT,E3,21.18,1,no
71006459,D,RENT,D5,19.53,0,no
72694968,C,RENT,C3,13.67,0,yes
73067440,C,MORTGAGE,C4,14.46,1,yes
71033066,F,RENT,F3,24.99,0,no
73365610,B,MORTGAGE,B3,9.75,3,yes
72072872,C,RENT,C3,13.67,1,yes
71835615,C,MORTGAGE,C4,14.46,0,yes
72545943,C,MORTGAGE,C1,11.99,2,yes
72775006,F,MORTGAGE,F1,23.13,3,yes
72977431,C,OWN,C1,11.99,0,no
72887324,D,RENT,D5,19.53,0,yes
73261629,A,MORTGAGE,A5,7.89,1,yes
73098277,D,MORTGAGE,D3,18.25,1,no
73251644,B,MORTGAGE,B4,10.75,10,yes
69893165,D,MORTGAGE,D1,16.29,7,yes
72762698,B,RENT,B3,9.75,0,yes
72897429,E,RENT,E5,22.45,0,no
72841272,C,OWN,C3,13.67,1,yes
71907438,E,MORTGAGE,E5,22.45,6,yes
72755475,F,RENT,F3,24.99,0,no
72867336,D,OWN,D1,16.29,2,yes
72877176,D,RENT,D3,18.25,1,yes
72887223,D,RENT,D4,18.99,0,no
72732979,A,MORTGAGE,A3,6.97,5,yes
72927278,C,RENT,C3,13.67,3,yes
72997168,C,MORTGAGE,C3,13.67,3,yes
73335571,A,MORTGAGE,A5,7.89,6,no
72073544,D,MORTGAGE,D2,17.27,1,no
